customer_id,age_alicorp,has_credit_line,has_perfect_customer,has_marketing_impulse,target,recency,frequency,unique_categories,total_amount,avg_ticket,total_discount,discount_rate,territory_id_T2,territory_id_T3,territory_id_T4,territory_id_T5,territory_id_T6,segment_S1,segment_S3,segment_S4,segment_S5,segment_S6
91,5.0,0,0,0,0,5,20,3,10742,537.1,585,0.05445913237758332,False,True,False,False,False,False,True,False,False,False
92,1.0,1,0,1,0,28,15,4,7345,489.6666666666667,376,0.05119128658951668,False,False,True,False,False,False,True,False,False,False
93,2.0,1,0,1,0,3,31,6,19243,620.741935483871,1103,0.05731954476952658,False,False,True,False,False,False,True,False,False,False
94,8.0,0,0,1,1,8,140,5,70254,501.8142857142857,3586,0.05104335696188118,False,False,False,False,False,False,True,False,False,False
95,1.0,1,0,1,1,14,52,5,29632,569.8461538461538,1599,0.05396193304535637,False,False,False,False,False,False,True,False,False,False
96,1.0,1,1,1,0,8,75,7,36064,480.85333333333335,2348,0.06510647737355812,False,False,False,False,False,False,True,False,False,False
97,6.0,1,0,1,1,8,31,4,14789,477.06451612903226,969,0.06552167151261072,False,True,False,False,False,False,True,False,False,False
98,2.0,1,0,0,0,28,62,7,27428,442.38709677419354,1389,0.050641680035000726,True,False,False,False,False,False,False,False,False,True
99,3.0,0,0,1,0,18,26,3,12849,494.1923076923077,693,0.05393415830025683,False,True,False,False,False,False,True,False,False,False
100,6.0,1,1,0,0,2,41,3,20287,494.8048780487805,1158,0.0570808892394144,False,True,False,False,False,False,False,False,False,True
101,0.0,1,0,0,0,39,48,7,23867,497.2291666666667,1153,0.0483093811538945,False,False,True,False,False,False,True,False,False,False
102,5.0,0,1,0,1,4,15,5,7145,476.3333333333333,475,0.06648005598320504,False,False,False,False,False,False,True,False,False,False
103,2.0,0,0,0,0,9,76,5,35952,473.05263157894734,2036,0.056631063640409436,False,False,False,False,False,False,True,False,False,False
104,10.0,1,0,0,0,12,63,10,35733,567.1904761904761,1942,0.054347521898525174,False,False,False,True,False,False,True,False,False,False
105,5.0,0,1,0,0,3,24,6,10076,419.8333333333333,418,0.04148471615720524,False,False,False,False,False,False,True,False,False,False
106,5.0,0,0,0,0,19,46,6,23295,506.4130434782609,1351,0.057995277956643054,False,False,False,False,False,False,True,False,False,False
107,4.0,0,0,1,0,12,92,7,42685,463.9673913043478,2328,0.05453906524540236,False,True,False,False,False,False,True,False,False,False
108,7.0,1,1,0,0,1,131,7,65742,501.8473282442748,3532,0.05372516808128746,False,True,False,False,False,False,True,False,False,False
109,8.0,1,0,1,0,32,18,7,9760,542.2222222222222,642,0.06577868852459016,False,False,False,True,False,False,True,False,False,False
110,7.0,1,0,0,0,3,5,1,2567,513.4,118,0.04596805609661083,False,False,True,False,False,False,True,False,False,False
111,5.0,1,0,0,0,9,204,8,105234,515.8529411764706,5886,0.05593249330064428,False,True,False,False,False,False,True,False,False,False
112,7.0,0,1,1,0,15,5,1,3022,604.4,229,0.07577763070814031,False,False,True,False,False,False,True,False,False,False
113,0.0,0,1,0,0,12,10,3,3972,397.2,189,0.04758308157099698,False,False,False,True,False,False,True,False,False,False
114,2.0,1,1,0,0,7,14,7,5774,412.42857142857144,249,0.043124350536889504,False,True,False,False,False,False,True,False,False,False
115,7.0,0,1,1,0,19,24,5,11713,488.0416666666667,536,0.04576112012294032,False,True,False,False,False,False,True,False,False,False
116,10.0,0,0,0,0,25,34,6,17536,515.7647058823529,941,0.053661040145985404,False,False,False,False,False,False,True,False,False,False
117,4.0,1,0,1,0,4,21,6,11401,542.9047619047619,562,0.0492939215858258,False,False,False,False,False,False,True,False,False,False
118,7.0,1,1,1,0,2,100,3,47165,471.65,2951,0.06256758189335312,False,True,False,False,False,False,True,False,False,False
119,8.0,1,0,1,0,18,148,3,80091,541.1554054054054,4325,0.054001073778576866,False,False,False,True,False,False,True,False,False,False
120,4.0,1,0,0,0,0,178,8,91888,516.2247191011236,4855,0.052836061292007665,False,True,False,False,False,False,True,False,False,False
121,9.0,0,0,0,0,16,37,3,20296,548.5405405405405,866,0.042668506109578244,False,True,False,False,False,False,True,False,False,False
122,1.0,0,1,0,0,43,100,6,47118,471.18,2880,0.06112313765439959,True,False,False,False,False,False,True,False,False,False
123,3.0,0,0,1,0,2,39,5,20210,518.2051282051282,1381,0.06833250865907967,False,False,False,False,False,False,True,False,False,False
124,2.0,1,1,1,0,17,61,8,32801,537.7213114754098,1773,0.05405323008444864,False,False,False,False,False,False,True,False,False,False
125,5.0,0,0,0,0,12,93,5,46017,494.80645161290323,2585,0.056174891887780604,True,False,False,False,False,False,True,False,False,False
126,9.0,1,0,0,0,3,25,3,12108,484.32,711,0.0587215064420218,False,True,False,False,False,False,False,False,False,True
127,5.0,1,0,0,0,14,116,9,54542,470.1896551724138,2569,0.04710131641670639,False,False,False,False,False,False,True,False,False,False
128,0.0,1,0,0,1,4,119,7,61009,512.6806722689075,3473,0.05692602730744644,False,True,False,False,False,False,True,False,False,False
129,4.0,0,0,0,0,12,32,4,16632,519.75,812,0.04882154882154882,False,False,False,False,False,False,True,False,False,False
130,9.0,1,0,0,0,4,30,4,15434,514.4666666666667,865,0.05604509524426591,False,False,False,False,False,False,True,False,False,False
131,6.0,1,0,1,0,1,168,9,80509,479.2202380952381,3914,0.04861568271870226,False,False,False,False,False,False,True,False,False,False
132,5.0,0,0,1,0,15,94,8,44749,476.0531914893617,2281,0.05097320610516436,False,False,False,False,False,False,True,False,False,False
133,9.0,0,1,1,0,0,23,4,10838,471.2173913043478,570,0.052592729285846095,False,False,False,False,False,False,True,False,False,False
134,1.0,0,1,0,0,2,553,7,278974,504.4737793851718,15888,0.056951543871471895,False,False,False,False,False,False,True,False,False,False
135,0.0,1,0,0,0,35,198,9,96506,487.4040404040404,5288,0.0547945205479452,False,False,False,True,False,False,True,False,False,False
136,1.0,0,1,1,0,33,48,6,21796,454.0833333333333,1279,0.05868049183336392,False,False,False,False,False,False,True,False,False,False
137,6.0,1,0,1,0,12,54,7,24762,458.55555555555554,1504,0.06073822792989258,False,False,False,True,False,False,True,False,False,False
138,10.0,1,1,0,0,2,19,4,11045,581.3157894736842,590,0.05341783612494341,False,False,False,False,False,False,True,False,False,False
139,3.0,0,0,0,0,23,106,9,53436,504.1132075471698,2872,0.05374653791451456,False,False,False,False,False,False,True,False,False,False
140,2.0,1,0,1,0,1,97,5,52489,541.1237113402062,2907,0.05538303263540932,False,False,False,False,False,False,True,False,False,False
141,1.0,0,0,1,0,1,112,8,58660,523.75,3485,0.05941016024548244,False,False,False,False,False,False,True,False,False,False
142,4.0,0,0,0,0,4,55,5,31177,566.8545454545455,1539,0.04936331269846361,False,True,False,False,False,False,True,False,False,False
143,3.0,0,0,0,0,4,115,6,59871,520.6173913043478,3545,0.05921063620116584,True,False,False,False,False,False,True,False,False,False
144,5.0,0,0,1,0,9,179,7,95493,533.4804469273743,5231,0.05477888431612788,False,False,False,False,False,False,True,False,False,False
145,3.0,1,1,0,0,12,52,8,24247,466.28846153846155,1239,0.05109910504392296,False,False,False,False,False,False,True,False,False,False
146,5.0,1,1,1,0,2,421,8,203635,483.6935866983373,10516,0.05164141724163331,False,False,False,False,False,False,True,False,False,False
147,2.0,0,1,0,0,1,231,8,111867,484.27272727272725,5798,0.05182940456077306,False,False,False,False,False,False,True,False,False,False
148,5.0,1,1,1,0,7,402,7,199503,496.2761194029851,11659,0.058440223956531985,False,True,False,False,False,False,True,False,False,False
149,9.0,0,0,0,0,2,128,6,56951,444.9296875,3296,0.05787431300591737,False,False,False,False,False,False,False,False,False,True
150,4.0,1,1,1,0,15,141,2,68586,486.4255319148936,3748,0.05464672090514099,False,False,False,True,False,False,True,False,False,False
151,5.0,0,0,1,0,4,53,4,30438,574.3018867924528,1808,0.05939943491688022,False,False,False,False,False,False,True,False,False,False
152,8.0,1,1,0,0,18,6,1,3147,524.5,184,0.0584683825865904,False,False,True,False,False,False,True,False,False,False
153,7.0,1,1,0,0,1,569,8,300994,528.98769771529,16448,0.054645607553638946,False,False,False,False,False,False,False,False,False,True
154,5.0,1,0,0,0,16,158,8,85808,543.0886075949367,4899,0.05709257878053328,False,False,False,False,False,False,True,False,False,False
155,8.0,1,0,0,0,0,35,7,15756,450.1714285714286,1013,0.06429296775831429,False,False,False,False,False,False,True,False,False,False
156,5.0,1,0,0,0,37,92,5,38839,422.1630434782609,1947,0.05013002394500373,False,False,False,False,False,False,True,False,False,False
157,5.0,0,0,0,0,9,84,7,43698,520.2142857142857,2482,0.056798938166506475,False,False,False,False,False,False,True,False,False,False
158,9.0,0,0,0,0,14,200,5,99292,496.46,5257,0.05294484953470572,False,False,False,False,False,False,True,False,False,False
159,9.0,0,0,0,0,10,23,3,12683,551.4347826086956,782,0.06165733659228889,False,False,False,False,False,False,True,False,False,False
160,8.0,1,0,1,0,15,157,8,71117,452.97452229299364,3685,0.05181602148572071,False,False,False,False,False,False,True,False,False,False
161,8.0,1,0,0,1,32,25,6,12719,508.76,652,0.051261891658149226,False,True,False,False,False,False,True,False,False,False
162,5.0,1,0,1,0,3,44,6,28445,646.4772727272727,1357,0.04770609949024433,False,False,False,False,False,False,True,False,False,False
163,6.0,1,1,0,0,17,14,5,6459,461.35714285714283,249,0.03855085926614027,False,True,False,False,False,False,True,False,False,False
164,9.0,1,1,0,0,8,216,8,103803,480.56944444444446,5405,0.05206978603701242,False,False,False,False,False,False,False,False,False,True
165,0.0,0,1,0,0,3,62,5,28579,460.9516129032258,1723,0.06028902340879667,False,False,False,False,False,False,True,False,False,False
166,5.0,0,0,1,0,35,145,3,78775,543.2758620689655,4090,0.05192002538876547,False,True,False,False,False,False,True,False,False,False
167,8.0,0,0,0,0,2,40,6,19092,477.3,1204,0.06306306306306306,False,False,False,False,False,False,True,False,False,False
168,1.0,1,1,1,0,30,49,6,27850,568.3673469387755,1772,0.0636265709156194,False,False,False,False,False,False,True,False,False,False
169,7.0,0,1,0,0,5,182,10,96753,531.6098901098901,5649,0.05838578648724071,False,False,False,False,False,False,True,False,False,False
170,3.0,0,0,1,0,0,18,4,6386,354.77777777777777,344,0.05386783589101159,False,False,False,False,False,False,True,False,False,False
171,9.0,0,1,1,0,14,28,4,13528,483.14285714285717,939,0.06941159077468953,False,False,False,False,False,False,True,False,False,False
172,6.0,0,0,0,0,2,8,1,4889,611.125,145,0.029658416854162404,False,True,False,False,False,False,False,True,False,False
173,3.0,0,0,1,1,53,6,3,3792,632.0,284,0.07489451476793249,False,False,False,False,False,False,False,True,False,False
174,3.0,0,0,0,0,4,103,10,48301,468.94174757281553,2442,0.05055795946253701,True,False,False,False,False,False,True,False,False,False
175,6.0,0,0,0,1,17,16,5,8649,540.5625,463,0.05353220025436466,False,False,False,False,False,False,True,False,False,False
176,7.0,0,0,0,1,12,47,9,25173,535.5957446808511,1230,0.048861875819330235,True,False,False,False,False,False,True,False,False,False
177,6.0,0,0,1,1,1,283,7,138098,487.97879858657245,6934,0.050210719923532564,False,False,False,False,False,False,False,False,False,True
178,7.0,1,1,0,0,30,102,2,49952,489.72549019607845,2834,0.05673446508648303,False,True,False,False,False,False,True,False,False,False
179,7.0,0,0,1,0,0,15,3,7450,496.6666666666667,381,0.05114093959731544,False,False,True,False,False,False,True,False,False,False
180,9.0,1,1,0,0,25,13,2,5828,448.3076923076923,356,0.06108442004118051,False,False,False,False,False,False,True,False,False,False
181,3.0,1,1,0,0,17,49,7,24442,498.81632653061223,1042,0.04263153588086081,False,False,False,False,False,False,True,False,False,False
182,3.0,0,0,0,0,3,14,1,6437,459.7857142857143,395,0.061363989436072706,False,False,False,False,False,False,True,False,False,False
183,3.0,1,1,0,0,9,84,7,45237,538.5357142857143,2380,0.05261180007515971,False,False,False,False,False,False,True,False,False,False
184,6.0,0,1,0,0,3,74,7,40775,551.0135135135135,1605,0.03936235438381361,False,False,False,False,False,False,True,False,False,False
185,3.0,1,0,1,0,4,105,2,49736,473.67619047619047,2760,0.0554930030561364,False,False,False,True,False,False,True,False,False,False
186,4.0,1,0,0,0,0,106,5,49094,463.1509433962264,2841,0.057868578645048276,False,False,False,False,False,False,True,False,False,False
187,5.0,0,1,0,0,0,73,4,38537,527.9041095890411,2442,0.06336767262630719,False,False,False,False,False,False,True,False,False,False
188,10.0,0,1,1,0,2,67,6,33921,506.2835820895522,1837,0.05415524306476814,False,False,False,False,False,False,True,False,False,False
189,5.0,1,1,1,0,12,159,8,81055,509.7798742138365,4115,0.05076799703904756,False,False,False,False,False,False,False,False,False,True
190,1.0,1,1,0,0,12,109,7,54072,496.07339449541286,3031,0.05605488977659417,False,False,False,False,False,False,True,False,False,False
191,0.0,1,0,0,0,44,294,8,153791,523.0986394557823,8584,0.0558160100395992,False,False,False,False,False,False,True,False,False,False
192,3.0,1,1,1,1,3,123,3,66145,537.7642276422764,3409,0.05153828709653035,True,False,False,False,False,False,True,False,False,False
193,3.0,0,0,0,1,8,66,6,34803,527.3181818181819,2097,0.06025342642875614,False,False,False,False,False,False,True,False,False,False
194,7.0,1,0,0,0,2,75,4,35946,479.28,2008,0.05586157013297725,False,False,False,False,False,False,True,False,False,False
195,10.0,0,0,0,0,12,8,4,3421,427.625,229,0.06693949137679041,False,False,False,False,False,False,False,False,False,True
196,5.0,0,0,0,0,2,74,7,37109,501.47297297297297,1892,0.05098493626882966,False,False,False,False,False,False,True,False,False,False
197,1.0,0,0,0,1,10,110,8,60885,553.5,3748,0.061558676192822535,False,False,False,False,False,False,True,False,False,False
198,8.0,1,0,0,0,0,270,7,141622,524.5259259259259,7627,0.05385462710595811,False,False,False,False,False,False,True,False,False,False
199,1.0,0,0,1,1,3,8,1,2575,321.875,100,0.038834951456310676,False,True,False,False,False,False,True,False,False,False
200,10.0,0,0,0,0,19,50,6,23630,472.6,1312,0.05552264071096064,True,False,False,False,False,False,True,False,False,False
201,3.0,1,0,1,0,1,30,6,13927,464.23333333333335,843,0.06052990593810584,False,False,False,False,False,False,True,False,False,False
202,0.0,0,1,0,0,12,38,7,19254,506.6842105263158,1338,0.0694920535992521,False,False,False,True,False,False,True,False,False,False
203,3.0,1,0,0,0,2,110,8,56557,514.1545454545454,3390,0.059939530031649486,False,False,False,False,False,False,True,False,False,False
204,2.0,0,0,0,0,10,74,8,38465,519.7972972972973,2065,0.05368516833484986,False,False,False,False,False,False,True,False,False,False
205,5.0,1,0,0,0,25,53,5,25140,474.33962264150944,1365,0.054295942720763726,False,False,False,True,False,False,True,False,False,False
206,3.0,0,0,0,0,4,176,3,90305,513.0965909090909,5226,0.05787054980344388,False,False,False,False,False,False,True,False,False,False
207,6.0,0,0,0,0,4,195,6,93017,477.01025641025643,5092,0.0547426814453272,False,False,False,False,False,False,False,False,False,True
208,0.0,0,0,1,0,2,146,7,67713,463.78767123287673,3644,0.05381536780234224,False,False,False,False,False,False,False,False,False,True
209,9.0,1,1,0,1,8,403,5,208092,516.3573200992556,11920,0.05728235588105261,False,False,False,False,False,False,False,False,True,False
210,0.0,1,0,0,0,3,72,8,36780,510.8333333333333,1601,0.04352909189777053,False,True,False,False,False,False,True,False,False,False
211,9.0,1,0,0,0,1,31,3,18294,590.1290322580645,1139,0.062260850552093586,False,False,False,False,False,False,False,False,False,True
212,7.0,1,0,0,0,0,146,9,72491,496.513698630137,3607,0.04975790098081141,False,False,False,False,False,False,True,False,False,False
213,5.0,1,1,0,0,4,38,6,20644,543.2631578947369,1197,0.05798294904088355,False,True,False,False,False,False,True,False,False,False
214,10.0,0,1,0,0,26,221,9,114304,517.2126696832579,5945,0.05201042833146696,False,False,False,False,False,False,True,False,False,False
215,3.0,1,1,0,0,1,83,5,41227,496.71084337349396,2397,0.05814150920513256,False,True,False,False,False,False,True,False,False,False
216,3.0,1,0,0,0,5,106,8,53885,508.3490566037736,2959,0.05491324116173332,False,False,False,False,False,False,False,False,False,True
217,5.0,0,0,0,0,42,73,4,39832,545.6438356164383,2183,0.054805181763406305,False,False,False,True,False,False,False,False,False,True
218,5.0,1,0,1,0,2,129,7,71335,552.984496124031,4073,0.057096796803812994,False,False,False,False,False,False,True,False,False,False
219,8.0,0,0,0,1,5,163,7,86804,532.5398773006135,4651,0.05358048016220451,False,True,False,False,False,False,True,False,False,False
220,2.0,0,0,0,0,16,34,7,16353,480.97058823529414,803,0.04910413991316578,False,False,False,False,False,False,True,False,False,False
